Word,RawWSA,WSA
VAPOR,508.3,0.354
BRACH,409.4,0.279
RETAX,341.1,0.228
MOLLS,1214.1,0.884
BEANS,382.6,0.259
KEMPY,1017.2,0.736
CERIC,290.5,0.19
SCODY,435.6,0.299
DITTY,534.5,0.373
PORTH,381.7,0.259
TARTE,283.3,0.185
FAQIR,437.1,0.3
JAGRA,674.1,0.478
OGIVE,515.0,0.359
BEZEL,883.1,0.635
MALAE,414.1,0.283
TAPIS,314.7,0.208
ACRYL,199.6,0.122
DULLY,1028.1,0.744
TRAVE,279.4,0.182
CLADS,246.4,0.157
RHIME,354.9,0.238
SKIRR,420.1,0.287
SNOOT,554.5,0.388
PROWK,614.3,0.433
SATAI,325.8,0.217
EMBUS,965.2,0.697
COLZA,437.2,0.3
AFFLY,857.4,0.616
DASHY,919.4,0.663
BUGAN,945.9,0.683
WAHAY,1236.7,0.901
SHENT,396.2,0.269
HODJA,1028.6,0.745
VALLI,799.5,0.573
DAUBY,989.3,0.715
ORACY,215.5,0.134
BEANO,176.2,0.104
CORMS,471.1,0.326
HUKOU,1191.0,0.867
CORNI,322.6,0.214
LAXES,515.2,0.359
NOISY,905.1,0.652
SHTUM,586.6,0.413
CANNY,736.4,0.525
OUTER,245.4,0.156
FLAFF,689.9,0.49
FUELS,894.9,0.644
SIEUR,320.2,0.212
REHAB,455.6,0.314
GLEET,526.8,0.368
DISCO,430.0,0.295
MAMMY,1236.7,0.901
AEVUM,302.4,0.199
HIPED,875.0,0.629
MOORS,632.2,0.447
AGLEY,313.4,0.207
EBENE,625.8,0.442
COADY,310.0,0.205
RERUN,430.6,0.295
TYNDE,195.5,0.119
FETWA,420.8,0.288
GARBA,702.4,0.5
TROYS,316.9,0.21
KAPAI,919.8,0.663
CALIX,282.5,0.184
DITES,359.9,0.242
MENTS,447.5,0.308
PRAUS,199.7,0.122
LOOFS,1222.2,0.89
TROTH,327.4,0.218
ABORE,125.4,0.066
RIMAE,139.9,0.077
EARLY,410.0,0.28
CARRS,426.4,0.292
SALET,371.7,0.251
MIENS,799.9,0.573
JOEYS,1103.3,0.801
QUIRT,154.4,0.088
EMBAR,487.3,0.338
COKED,469.6,0.325
LEIRS,392.7,0.267
COZEY,611.9,0.432
FLASK,521.0,0.363
BENIS,641.9,0.454
GUISE,366.6,0.247
PATSY,552.4,0.387
KIRRI,578.3,0.406
BRAVA,481.6,0.334
RIDGE,225.8,0.141
JOTAS,488.7,0.339
REAPS,307.1,0.202
VARUS,393.3,0.267
TWITS,519.5,0.362
FREAK,418.3,0.286
CHADS,289.3,0.189
PLAUD,442.5,0.304
OSKIN,964.1,0.696
OIRAN,384.3,0.261
MANKS,1028.3,0.745
ADOPT,357.4,0.24
TRIOL,116.2,0.059
LOGAN,868.3,0.624
DECOS,439.2,0.302
GLAMS,650.8,0.461
SADHE,128.4,0.068
CIRLS,253.1,0.162
THEME,337.9,0.226
SIVER,448.6,0.309
QUATS,245.2,0.156
MBUBE,588.2,0.414
DROLE,204.9,0.126
MHORR,666.1,0.472
GARBS,614.1,0.433
QUYTE,273.6,0.177
KELLS,877.1,0.631
MITCH,387.7,0.263
ADAGE,118.2,0.061
OZEKI,898.6,0.647
VRILS,361.0,0.243
MOHOS,1368.1,1.0
LEEPS,882.5,0.635
SKIVY,982.9,0.71
PLAPS,650.8,0.461
CLIED,187.7,0.113
SAITH,303.3,0.2
SAIGA,656.4,0.465
SWAIN,284.2,0.185
KLUTZ,550.1,0.385
VARAN,650.5,0.461
AHING,750.3,0.536
LOUSE,352.8,0.237
CLINK,397.9,0.271
PEERY,604.1,0.426
BURKE,343.1,0.23
SCOLD,393.0,0.267
KUNAS,812.9,0.583
FORZE,460.0,0.317
SYBOE,521.9,0.364
PAGOD,991.3,0.717
WICCA,437.5,0.301
INFOS,975.3,0.705
GUIMP,1071.1,0.777
KAILS,706.3,0.503
EVILS,813.3,0.583
HOSED,954.8,0.689
VANED,351.1,0.236
CHARR,437.4,0.3
MURAS,378.1,0.256
MATZO,481.7,0.334
DRAFF,272.8,0.177
RANGE,318.8,0.211
BUFFO,1189.1,0.865
ALIST,247.6,0.158
EPOCH,610.1,0.43
RORAL,350.1,0.235
YUCKO,588.8,0.414
CRACK,410.6,0.28
FILET,449.4,0.309
POUFF,1212.9,0.883
BIGGY,1279.6,0.933
FESTA,382.9,0.259
MOYLE,629.5,0.445
RAMEE,335.1,0.224
BAJAN,1136.8,0.826
MARGS,614.1,0.433
GORED,537.3,0.376
COPHA,574.1,0.403
DANGS,819.5,0.588
BARDO,452.2,0.312
MICAS,330.6,0.22
HIREE,377.5,0.255
VEGIE,454.5,0.313
BEERS,518.1,0.361
AALII,729.9,0.52
YOGHS,1368.1,1.0
NAVEL,512.1,0.357
HEARE,328.6,0.219
FEASE,315.4,0.209
JORUM,524.5,0.366
EXEME,673.0,0.478
UPPED,952.1,0.687
NEPIT,259.0,0.166
COVER,480.1,0.333
SMACK,459.9,0.317
PONEY,1020.3,0.739
PREIF,406.7,0.277
CAULS,324.4,0.215
GECKS,528.2,0.369
BURKA,501.7,0.349
DATES,181.8,0.108
BONCE,449.1,0.309
RUFFY,504.3,0.351
LAYER,416.2,0.285
ARBAH,397.4,0.27
MIRKN,555.2,0.389
TRAIN,81.7,0.033
ENACT,327.2,0.218
FREMD,438.8,0.301
DRAVE,115.7,0.059
FEARE,328.6,0.219
ERECT,220.6,0.137
SWEAL,509.9,0.355
PRING,526.8,0.368
BATTS,668.8,0.474
THEES,563.4,0.395
NUDGE,509.6,0.355
ANTAS,281.5,0.183
DOVED,981.0,0.709
PELSH,713.1,0.508
PIGMY,1279.6,0.933
MUIRY,453.2,0.312
FLORA,385.9,0.262
BONNE,679.1,0.482
OPING,931.3,0.672
NAUCH,484.2,0.336
PAWAW,1236.7,0.901
GOLLY,1195.3,0.87
MUIRS,421.0,0.288
MINAE,225.8,0.141
AGLOO,805.5,0.577
FAKED,388.2,0.263
JAMON,942.9,0.68
BOWNE,679.1,0.482
SOULY,985.6,0.712
FUNSY,948.3,0.684
CLARO,135.1,0.073
WHIDS,1060.2,0.769
HUBBA,1045.8,0.758
FLONG,1032.6,0.748
SNATH,435.9,0.299
HOWES,1097.1,0.796
LOMAS,869.2,0.625
QUASS,331.6,0.221
ABOIL,782.4,0.56
NABIS,684.9,0.486
SHAKO,417.7,0.286
SHOOS,1178.2,0.857
POOKS,1368.1,1.0
HUGER,600.3,0.423
TOTES,616.7,0.435
GLIAL,778.0,0.556
ATIGI,307.8,0.203
MIRTH,312.1,0.206
LOANS,426.8,0.292
FAGIN,793.3,0.568
PHPHT,648.7,0.459
CHINA,408.7,0.279
TOTER,411.4,0.281
FLEEK,937.3,0.676
BOCCE,451.1,0.311
HENGE,554.8,0.389
SUNIS,765.0,0.547
NENTA,371.1,0.251
BOOKY,1362.9,0.996
MILES,836.8,0.601
STEEZ,553.9,0.388
PIONS,944.9,0.682
RAPIN,341.9,0.229
WOLVE,613.4,0.433
POPUP,1212.9,0.883
UNODE,510.2,0.355
GYMPS,1314.8,0.96
STANE,273.5,0.177
NAIDS,656.5,0.465
PLEAS,526.3,0.367
ORGIA,342.3,0.229
DAMES,335.8,0.224
ABJAD,946.8,0.683
PEECE,396.6,0.27
LURGI,325.3,0.216
FRILL,396.2,0.269
GITCH,387.7,0.263
FEUED,876.1,0.63
LOWPS,1222.2,0.89
STONG,564.7,0.396
PRICE,302.3,0.199
HOLED,860.7,0.619
EAVED,388.2,0.263
HUMAS,912.8,0.658
DERED,487.6,0.338
SWAGS,658.9,0.467
IMIDE,514.6,0.358
HYDEL,838.4,0.602
ANNUS,717.1,0.511
TRONS,298.4,0.196
MOPPY,1362.9,0.996
RELLO,361.5,0.243
BENTS,447.5,0.308
BUBAL,929.8,0.671
DINLO,865.3,0.622
KIWIS,1102.3,0.8
URINE,251.1,0.16
NAMER,437.6,0.301
FEENS,840.1,0.603
IDLER,393.3,0.267
LANES,478.1,0.331
SCROG,316.6,0.21
MASED,335.8,0.224
HIDER,492.3,0.342
RUFFE,292.2,0.191
FAKEY,597.0,0.42
ZARIS,351.1,0.236
PERTS,287.4,0.188
SATYR,376.4,0.255
SUPED,803.4,0.576
GANCH,705.0,0.502
TIBIA,373.9,0.253
CEDED,425.5,0.291
RABBI,420.4,0.288
STUNS,426.6,0.292
STOOP,722.8,0.515
ABYSM,789.3,0.565
AULIC,262.4,0.169
CARPE,308.8,0.204
MOSTE,312.1,0.206
SIGNS,867.2,0.623
STEAK,388.7,0.264
MIXES,927.6,0.669
PANIR,385.2,0.261
GRIDS,394.3,0.268
SADDY,742.9,0.53
CHODE,324.8,0.216
VIOLA,810.4,0.581
GIGUE,512.3,0.357
XEROX,664.3,0.471
MIRID,470.8,0.326
MANOR,456.4,0.315
STRUT,187.3,0.112
CURET,190.9,0.115
BONZE,684.1,0.486
WINKS,1087.5,0.789
MORTS,369.1,0.249
GEALS,378.8,0.256
AMLAS,753.0,0.538
STUBS,584.7,0.411
KEMBO,906.7,0.653
SUBAH,785.9,0.562
DALED,338.2,0.226
HELLS,877.1,0.631
APRES,153.9,0.087
LIFER,515.3,0.359
JHILS,1026.9,0.744
KERRY,566.5,0.397
GAUSS,778.8,0.557
DAYAL,912.6,0.658
FILMS,1061.2,0.769
KOPHS,1368.1,1.0
SUEDE,354.7,0.238
UNLAP,820.5,0.588
VALID,752.6,0.537
WAYED,388.2,0.263
MECHS,528.2,0.369
PICOT,260.4,0.167
HALVA,1116.4,0.811
FUNIC,526.0,0.367
ZEXES,967.8,0.699
PITAS,367.3,0.248
NONDO,1059.3,0.768
WADDY,993.9,0.719
LOBAR,448.7,0.309
ROWTH,345.2,0.231
THREW,346.6,0.232
EFITS,418.4,0.286
NOSIR,410.3,0.28
ILLER,484.1,0.336
DOBES,954.8,0.689
KABAR,702.2,0.499
TOFFS,730.9,0.521
REHEM,590.9,0.416
REIGN,517.0,0.36
LENTI,331.1,0.221
HUCKS,650.9,0.461
KNOCK,694.5,0.494
LOVEY,1012.4,0.733
LANTS,547.8,0.383
SKIES,772.1,0.552
GROUF,464.3,0.321
SMUTS,567.1,0.398
RIFTS,280.8,0.183
MAUVE,218.3,0.136
RETRO,217.0,0.135
TIKIA,373.9,0.253
CHOMP,747.8,0.534
NAZAR,650.3,0.46
CLONK,559.2,0.392
REGET,320.4,0.212
OVOID,1143.3,0.831
SECHS,398.2,0.271
MUKIM,1147.0,0.834
KYARS,435.4,0.299
AMAZE,144.8,0.081
VALOR,388.0,0.263
WOALD,442.5,0.304
FISKS,1215.2,0.885
GIBER,626.2,0.442
CAMES,377.4,0.255
ROUND,392.3,0.267
LEESE,373.5,0.252
PUBIC,546.7,0.383
BARBS,614.1,0.433
ISSUE,368.4,0.249
RAZOR,454.0,0.313
MYTHS,716.5,0.51
KRANZ,472.2,0.327
BAAPS,676.8,0.48
POXED,981.0,0.709
VADAS,885.4,0.637
JOWLS,1222.2,0.89
TWILL,504.5,0.351
FRITA,107.6,0.053
NAIAD,744.5,0.531
UREAL,145.5,0.081
GUSLA,830.8,0.596
LIPID,996.4,0.721
SOJAS,824.3,0.591
NEMPT,454.3,0.313
HUERS,493.0,0.342
PULER,480.0,0.332
WHOOP,1362.9,0.996
OBIED,809.6,0.58
LITHO,489.6,0.34
DEBUS,856.1,0.615
PANAX,1136.8,0.826
BEFOG,1070.5,0.776
KILIG,999.1,0.723
NITES,369.5,0.249
CAREX,383.4,0.26
LOGIC,406.8,0.277
SWAGE,315.6,0.209
FRATI,104.5,0.05
EDICT,114.7,0.058
DALLE,205.3,0.126
ILIAD,735.5,0.525
BOOTS,753.7,0.538
SCOUR,168.0,0.098
BACON,547.3,0.383
TARES,307.1,0.202
SEXER,437.9,0.301
MASHA,1128.2,0.82
MONAL,868.3,0.624
PAPPI,919.8,0.663
FLUME,482.7,0.334
ABORD,449.5,0.31
CHIVY,586.5,0.413
PAROL,393.2,0.267
NEONS,893.4,0.643
MUCKO,588.8,0.414
EVENT,427.6,0.293
YAPON,942.9,0.68
FUSKS,1251.2,0.912
SOWND,877.8,0.631
FROWS,567.4,0.398
PAXES,544.6,0.381
WHAUR,285.5,0.186
SKEAN,483.2,0.335
OWING,931.3,0.672
GILET,449.4,0.309
COOPS,753.0,0.538
ABBED,322.7,0.214
ONLAY,847.4,0.609
AKEES,300.5,0.198
ZOUKS,1218.1,0.887
BIERS,528.8,0.369
MOONI,1009.3,0.73
KAFIR,437.1,0.3
LYSIN,828.7,0.595
XVIII,1088.7,0.79
RUSAS,342.7,0.229
REEDS,408.9,0.279
YOHAY,1084.2,0.787
SALON,673.0,0.478
HONES,994.1,0.719
URUPA,404.6,0.276
SMIRS,420.1,0.287
SHIRR,420.1,0.287
METER,355.0,0.238
AGRIN,375.1,0.254
PAVED,388.2,0.263
LIPAS,747.8,0.534
ENSKY,947.0,0.683
TRUST,124.5,0.065
GIPPY,1279.6,0.933
ENJOY,1043.5,0.756
APPUY,946.5,0.683
FITNA,285.9,0.187
MOUES,947.1,0.684
WAXES,544.6,0.381
KOIWI,1089.4,0.791
LUNGI,872.3,0.627
BUNCH,577.6,0.406
GOIER,491.8,0.341
FRAPE,324.5,0.216
KEIRS,484.2,0.336
HERTZ,326.5,0.217
NAIRU,323.3,0.215
PROMO,450.5,0.31
SUNUP,933.6,0.673
REFIS,385.2,0.261
SCUDO,399.9,0.272
OLENT,446.9,0.308
BROMO,450.5,0.31
SOOLE,502.9,0.35
CONCH,684.8,0.486
TEPID,346.4,0.232
MENGE,554.8,0.389
AUGHT,356.9,0.24
YECCH,555.6,0.389
BURNS,465.4,0.321
BOGIE,520.0,0.363
CARPI,291.6,0.191
ARETE,59.7,0.017
BRAKY,481.6,0.334
NALED,301.1,0.198
BONED,878.0,0.632
TALON,375.1,0.254
GONIA,825.1,0.592
DERAY,244.8,0.156
CERES,322.9,0.214
INKER,565.1,0.396
RANGA,596.0,0.42
PANGA,1136.8,0.826
REUNE,255.9,0.164
SLOMO,968.1,0.699
TREMA,305.1,0.201
YCLED,340.1,0.227
HEDER,504.7,0.351
NARCO,275.2,0.179
QUAKE,143.6,0.08
MIXIE,530.5,0.37
BELLE,484.1,0.336
GENRO,432.5,0.297
HURTY,264.8,0.171
SMEKE,468.6,0.324
GOSSE,547.6,0.383
MORUK,524.5,0.366
FUSEE,429.1,0.294
EPACT,328.0,0.218
PEEVE,597.0,0.42
PRAMS,420.5,0.288
SEVEN,738.3,0.527
POOPS,1368.1,1.0
SCRUM,178.5,0.106
OBOLI,1018.3,0.737
CHIRL,253.0,0.162
AWAIT,133.4,0.072
TWEER,358.1,0.241
EXIES,898.6,0.647
NOKES,994.1,0.719
OLLIE,398.4,0.271
FONLY,1086.1,0.788
TEELS,529.5,0.37
NGEGE,630.8,0.446
LALLS,1033.2,0.748
CASCO,360.4,0.243
SIGLA,678.1,0.481
BRIER,488.4,0.339
TOOTS,714.8,0.509
POOFY,1362.9,0.996
MICHE,385.6,0.262
JAWED,388.2,0.263
ROAST,89.6,0.039
DIGIT,484.6,0.336
GNOWS,1240.4,0.904
PEASE,315.4,0.209
BOGUE,576.3,0.405
REAMS,307.1,0.202
YUFTS,636.8,0.45
PLIGS,1010.2,0.731
UPLED,831.8,0.597
GRYCE,303.8,0.2
JESUS,889.2,0.64
BIONT,348.4,0.234
EASTS,381.2,0.258
SHADS,450.1,0.31
UMIAK,882.3,0.635
SMAIK,317.0,0.21
IRONS,375.2,0.254
OOZED,981.0,0.709
BOXER,717.2,0.511
BENTO,325.0,0.216
CEPES,520.0,0.363
ETAPE,311.9,0.206
TORAH,254.7,0.163
DARKY,493.6,0.343
CLAMS,455.2,0.314
ALFAS,748.4,0.534
GUIDS,1035.4,0.75
CIBOL,403.2,0.275
ADDER,187.8,0.113
CRAGS,353.5,0.237
LAWIN,678.0,0.481
MOTHS,769.8,0.55
LUCRE,144.7,0.08
RASPY,563.6,0.395
DIELS,729.7,0.52
SLURB,316.4,0.209
POOEY,1123.3,0.816
SPRIG,299.1,0.196
DOVER,574.9,0.404
SPODE,379.6,0.257
TASER,309.3,0.204
TAZZA,700.0,0.498
UNDUG,1058.1,0.767
RAKHI,420.4,0.288
KINDS,974.9,0.704
PASHA,1128.2,0.82
DIRTS,184.4,0.11
CHOTT,427.7,0.293
OLPES,995.1,0.72
WIDOW,1141.9,0.83
SPEKS,920.0,0.663
DIANE,94.0,0.042
GORAS,416.5,0.285
SENTS,416.8,0.285
SALIS,623.4,0.44
LODES,837.4,0.601
HUDNA,890.1,0.641
YORPS,637.3,0.451
PONTY,602.7,0.425
SNOTS,577.5,0.406
FUFFS,1251.2,0.912
OUEDS,925.7,0.667
STINT,326.9,0.217
CONKY,732.2,0.522
SOCAS,325.1,0.216
CRWTH,234.5,0.148
WALES,515.2,0.359
STAFF,485.4,0.337
BIGOT,506.5,0.352
THENS,435.7,0.299
OCKER,479.8,0.332
PLASH,521.0,0.363
KAMIS,784.8,0.562
MAXED,388.2,0.263
DEAWY,216.9,0.135
ZHOMO,1199.1,0.873
TAXED,194.5,0.118
HOHED,981.0,0.709
MODAL,912.6,0.658
AUXIN,798.6,0.572
NYUNG,1066.7,0.773
BLAGS,650.8,0.461
BAULK,900.6,0.649
FLYPE,567.5,0.398
PESCH,512.4,0.357
MONDE,541.8,0.379
TOWER,411.4,0.281
DEITY,300.3,0.197
TIFTS,561.9,0.394
SHORN,451.1,0.311
THACK,448.1,0.308
MAWLA,1121.4,0.815
YAWNY,1099.2,0.798
HAERE,343.6,0.23
ONERS,548.8,0.384
MUIDS,1035.4,0.75
ALUMY,795.8,0.57
DUCES,420.5,0.288
BACCY,718.8,0.512
SAMPS,985.7,0.713
GANTS,568.9,0.399
BLINY,871.3,0.627
MONOS,1240.4,0.904
KNAVE,366.6,0.247
KICKY,679.3,0.482
SAHIB,642.3,0.454
KESAR,382.7,0.259
HATER,346.4,0.232
GOLEM,1003.0,0.726
CHURL,197.3,0.12
BOLET,585.1,0.411
CHURN,341.9,0.229
LAMBS,1035.6,0.75
VUGGY,1246.0,0.908
NOTES,539.0,0.377
GAWKS,1128.2,0.82
BORER,679.6,0.482
BANKY,1136.8,0.826
AMISS,761.8,0.544
ORIEL,265.3,0.171
NEVVY,914.2,0.659
SANER,339.1,0.227
CONTE,293.9,0.193
UNCOY,591.9,0.417
BILLS,1061.2,0.769
MORAY,540.1,0.378
CABLE,322.5,0.214
MUCIN,526.0,0.367
MEDLE,379.5,0.257
BLOTS,715.0,0.509
TWIRL,251.3,0.161
KENCH,545.2,0.381
LINEY,773.7,0.553
DITCH,275.1,0.178
OMBUS,1218.1,0.887
LLAMA,689.9,0.49
MANSO,658.5,0.467
LOOPS,1222.2,0.89
HOUGH,1212.9,0.883
TOMEN,515.9,0.359
NOOKY,1235.2,0.9
KRAFT,346.6,0.232
SALEP,496.8,0.345
KAVAS,1128.2,0.82
HOOGO,1199.1,0.873
SAIRS,268.3,0.173
BOXLA,968.2,0.699
PENNA,533.1,0.372
MAILL,771.6,0.552
FUNIS,954.9,0.689
CONED,460.2,0.318
BOTOS,769.8,0.55
ILIUM,898.3,0.647
OKTAS,488.7,0.339
BUMPY,1246.0,0.908
REIFS,492.6,0.342
BEVOR,701.9,0.499
DELTS,431.3,0.296
GHEES,1043.8,0.756
HOKES,1097.1,0.796
SEERS,434.9,0.299
YUANS,432.5,0.297
BASER,394.2,0.268
SORDS,341.8,0.229
FUNDY,1068.0,0.774
GUBBA,1045.8,0.758
SANTS,532.7,0.372
WEIRD,431.6,0.296
MANGO,895.6,0.645
POALO,446.7,0.307
TECTA,344.5,0.231
BEDYE,476.3,0.33
MURRE,329.3,0.219
GOBBY,1362.9,0.996
SUAVE,83.3,0.034
PRAAM,481.6,0.334
DEEVS,873.8,0.628
PHOTY,730.4,0.521
MODES,925.5,0.667
APEAK,377.6,0.255
RETAM,341.1,0.228
WAUKS,907.4,0.654
ONCUS,597.1,0.42
FAYED,388.2,0.263
LAWER,416.2,0.285
FICHU,548.2,0.384
SQUIB,889.6,0.64
EMERG,642.6,0.455
SADIC,139.5,0.077
HUMOR,520.8,0.363
PLUTY,550.1,0.385
EMMET,560.2,0.393
YEXES,967.8,0.699
WADIS,763.7,0.546
FRACT,320.8,0.213
VERRE,354.4,0.238
REVUE,271.7,0.176
ENOLS,908.8,0.655
RIDES,357.3,0.24
YAPOK,1042.8,0.755
SIDHA,654.6,0.464
UPTAK,507.8,0.353
VARIA,437.3,0.3
RIFTY,292.6,0.192
KNARL,430.8,0.295
PLAVS,650.8,0.461
UNLED,728.8,0.519
WAFER,464.0,0.32
SAUGH,764.9,0.547
TROOZ,350.8,0.235
STALE,280.3,0.182
CADIE,70.3,0.025
RAGED,228.4,0.143
EGADS,180.6,0.107
ZAYDE,230.3,0.145
STOCK,435.7,0.299
KOROS,637.3,0.451
RYALS,359.6,0.242
NONDA,932.8,0.673
JESSY,810.0,0.581
LAYIN,678.0,0.481
DOPES,954.8,0.689
YARKS,614.1,0.433
LUGES,892.1,0.642
ASHED,273.9,0.178
PYXIS,1102.3,0.8
ONDOL,914.5,0.659
DATAL,483.4,0.335
FOOTS,753.7,0.538
RELIE,134.6,0.073
BRAVE,324.5,0.216
CHANA,551.0,0.386
POEMS,1103.3,0.801
PEAZE,377.4,0.255
DUMPY,1195.7,0.87
HERES,492.8,0.342
ACCAS,344.7,0.231
RUNUP,454.6,0.313
SURLY,324.6,0.216
OLONA,796.0,0.57
GLACE,308.7,0.204
PUTZA,496.3,0.345
BESIT,327.4,0.218
HOKEY,1123.3,0.816
DUNCH,527.3,0.368
AINEE,156.4,0.089
GLEAN,530.8,0.371
EPENA,581.4,0.409
ZOLLE,613.4,0.433
CLEEP,425.9,0.292
SYNTH,524.2,0.366
WHETS,563.6,0.395
BIGOS,1103.0,0.801
AGUEY,322.4,0.214
JEONS,893.4,0.643
CARDS,233.0,0.147
RISTS,280.8,0.183
ETNAS,356.0,0.239
BARRY,674.3,0.479
LUXES,892.1,0.642
RONIN,395.5,0.269
SNARS,396.4,0.27
WHOLE,629.5,0.445
CHALK,492.3,0.342
LILTS,563.8,0.395
KEEVE,597.0,0.42
WANED,351.1,0.236
IPPON,1039.7,0.753
REDUG,490.3,0.34
LOIPE,418.2,0.286
COTTA,295.1,0.193
LIMNS,911.2,0.657
PERSE,251.6,0.161
PSORA,425.7,0.292
CLIPT,243.7,0.155
JIRRE,386.9,0.262
CHITI,288.9,0.189
MAUTS,448.0,0.308
KONKS,1240.4,0.904
FEERS,518.1,0.361
PIRRI,578.3,0.406
SANDS,677.0,0.481
ZAPPY,1236.7,0.901
REPEL,480.0,0.332
ROSIT,144.8,0.081
PUTID,537.0,0.375
GALES,515.2,0.359
JOBES,1097.1,0.796
SOUSE,367.3,0.248
LOOKY,1213.8,0.884
JEERA,445.1,0.306
VERGE,368.2,0.248
SEPPO,733.5,0.523
BOFFS,1368.1,1.0
VACUA,534.2,0.373
BANJO,895.6,0.645
AYONT,229.4,0.144
AEGIS,210.4,0.13
MUSES,980.2,0.708
GAULT,440.4,0.303
BOEUF,996.5,0.721
SHOWN,1050.5,0.761
SHULS,997.5,0.721
POLER,596.9,0.42
KNOUD,1061.3,0.769
PAEDO,338.0,0.226
EKDAM,386.9,0.262
BOUKS,1218.1,0.887
SPOOF,1178.2,0.857
GUYSE,430.7,0.295
OUSEL,837.1,0.601
NEWER,564.3,0.396
BILAL,836.0,0.6
MOLED,860.7,0.619
BOLTS,716.7,0.51
LETTY,516.5,0.36
RIONE,231.7,0.146
COATS,227.0,0.142
AAHED,318.3,0.211
STEEL,548.4,0.384
STEIN,226.8,0.142
BIRRS,541.9,0.379
VAPED,388.2,0.263
HOVES,1097.1,0.796
TAXIS,314.7,0.208
TIANS,139.9,0.077
PALLU,895.6,0.645
WIPES,927.6,0.669
CLECK,407.0,0.278
MIRRS,541.9,0.379
VALIS,689.8,0.49
IMPOT,506.5,0.352
MALES,515.2,0.359
ACHED,149.0,0.084
WROKE,444.0,0.305
PORTS,369.1,0.249
PULKS,1097.2,0.796
LACEY,382.2,0.259
ILLTH,602.6,0.425
TITAR,206.1,0.127
BIOSE,383.9,0.26
GADID,872.1,0.627
HONKS,1240.4,0.904
PLOMB,1190.7,0.867
PUROS,465.4,0.321
GYROS,637.3,0.451
RHYMY,567.9,0.399
BIALI,382.7,0.259
GREAT,295.9,0.194
PEATY,352.5,0.237
SIZAR,303.6,0.2
ACETA,93.9,0.042
CLEMS,433.2,0.297
CUDDY,573.3,0.403
SITHE,256.7,0.165
CHELP,455.8,0.314
GERAH,453.6,0.313
MYSIE,386.6,0.262
BESAT,383.5,0.26
SAGAS,985.7,0.713
NAKFA,1136.8,0.826
ZARFS,614.1,0.433
COBZA,574.1,0.403
FIXIT,505.8,0.352
POCHO,598.8,0.422
MAUND,851.8,0.612
DALTS,439.0,0.302
START,331.3,0.221
REOIL,345.5,0.231
FIORD,461.7,0.319
GOTCH,471.0,0.326
DOLED,860.7,0.619
LINTS,436.4,0.3
LIFES,839.5,0.603
NURTS,202.5,0.124
STAIN,110.7,0.055
VILLA,836.0,0.6
CURAT,138.5,0.076
DIACT,94.1,0.042
ORIBI,433.1,0.297
POUIS,1076.8,0.781
WUFFS,1251.2,0.912
LEGGO,780.7,0.558
NIVEL,773.7,0.553
NAROD,405.1,0.276
NAMUS,807.5,0.579
MUNJA,945.9,0.683
MANUL,800.7,0.574
FUNDO,1057.5,0.767
THAWS,484.1,0.336
PLANE,339.4,0.227
COCOS,753.0,0.538
OUMAS,894.3,0.644
KHEDA,420.9,0.288
DRYER,415.6,0.284
SELLS,810.5,0.581
JUGAL,929.8,0.671
RAZED,228.4,0.143
ANNAL,757.5,0.541
PEALS,378.8,0.256
DUMKY,1195.7,0.87
SHIOK,870.7,0.626
YAPPS,1128.2,0.82
MACED,221.2,0.138
UNLEG,761.9,0.544
QUEER,600.3,0.423
NACHO,500.0,0.347
UPLIT,445.5,0.307
CATER,308.4,0.203
PINON,1039.7,0.753
QUANT,247.0,0.157
RIDIC,283.0,0.184
TAUPE,100.6,0.047
MIHAS,829.8,0.595
TORUS,214.9,0.133
SAVOY,791.8,0.567
SODAS,768.7,0.549
REALO,81.1,0.033
SIALS,322.6,0.214
GADDI,871.5,0.627
ARSEY,119.6,0.062
ANDRO,395.6,0.269
AREDD,172.5,0.101
POAKA,557.1,0.39
BLAST,345.0,0.231
ORCIN,295.5,0.194
DIRTY,199.5,0.122
TWINE,244.9,0.156
LOINS,756.6,0.54
TESTY,525.2,0.366
INUST,227.2,0.142
GATER,346.4,0.232
RAXED,228.4,0.143
SLOYD,989.6,0.715
RIANT,98.2,0.045
LITAI,394.3,0.268
ACIDY,379.6,0.257
MUDGE,551.8,0.386
TYPED,465.4,0.321
STYLI,551.7,0.386
SOKOL,1135.6,0.825
HANGS,1028.3,0.745
PSOAE,200.6,0.122
LADOO,870.6,0.626
GLIME,521.7,0.364
SERRE,219.1,0.136
SAUNA,627.4,0.443
TAHRS,393.0,0.267
LOOIE,423.2,0.29
CELLA,381.4,0.258
KAURY,453.3,0.312
PYREX,626.3,0.442
VESPA,508.5,0.354
PAVIE,185.8,0.111
CLAWS,455.2,0.314
NEATO,101.6,0.048
FITCH,387.7,0.263
EMAIL,108.2,0.053
EMCEE,392.0,0.266
KEBOB,1070.5,0.776
LOGES,1009.0,0.73
INTIS,376.3,0.255
FANOS,834.4,0.599
WARNS,555.6,0.389
BAWDY,1027.9,0.744
BELCH,413.5,0.282
CRONE,364.9,0.246
AMARO,220.9,0.138
SKIDS,870.3,0.626
PYUFF,1224.8,0.892
SPROD,341.8,0.229
LUTED,441.9,0.304
SHULE,364.8,0.246
LOTIC,218.3,0.136
DOOLE,487.2,0.338
PLECK,409.0,0.279
SNEAD,274.4,0.178
